STRUCTURE,STRUCTURE_ID,STRUCTURE_NAME,ACTION,MEASURE,Measure,REF_AREA,Reference area,ACTIVITY,Economic activity,COUNTERPART_AREA,Counterpart area,UNIT_MEASURE,Unit of measure,FREQ,Frequency of observation,TIME_PERIOD,Time period,OBS_VALUE,Observation value,UNIT_MULT,Unit multiplier
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,MMR,Myanmar,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,1317.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,MYS,Malaysia,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,19194.2,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,NGA,Nigeria,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,10006.6,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,NLD,Netherlands,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,74560.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,NOR,Norway,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,18052.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,NZL,New Zealand,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,11213.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,PAK,Pakistan,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,16009.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,PER,Peru,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,9032.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,PHL,Philippines,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,19121.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,POL,Poland,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,29901.7,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,PRT,Portugal,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,20159.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ROU,Romania,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,9420.2,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,RUS,Russia,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,50313.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SAU,Saudi Arabia,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,16248,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SEN,Senegal,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,1124.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SGP,Singapore,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,19752.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SVK,Slovak Republic,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,4545.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SVN,Slovenia,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,5045.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SWE,Sweden,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,56389.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,THA,Thailand,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,44187.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,TUN,Tunisia,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,3998.6,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,TUR,Türkiye,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,52807.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,TWN,Chinese Taipei,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,77086,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,UKR,Ukraine,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,10328.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,USA,United States,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,1291931.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,VNM,Viet Nam,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,4977.6,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ZAF,South Africa,C,Manufacturing,W,World,USD,US dollar,A,Annual,1995,,32360.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ARG,Argentina,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,11362.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,AUS,Australia,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,13162.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,AUT,Austria,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,5467.7,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BEL,Belgium,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,3961.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BGD,Bangladesh,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,8595,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BGR,Bulgaria,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,1803.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BLR,Belarus,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,1500,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BRA,Brazil,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,39122.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BRN,Brunei Darussalam,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,23.2,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CAN,Canada,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,16009.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CHE,Switzerland,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,5275.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CHL,Chile,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,4228.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CHN,China (People’s Republic of),A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,127528.6,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CIV,Côte d’Ivoire,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,2253.7,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CMR,Cameroon,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,1984.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,COL,Colombia,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,8317.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CRI,Costa Rica,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,1497.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CYP,Cyprus,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,490.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CZE,Czechia,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,2544,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,DEU,Germany,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,27419.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,DNK,Denmark,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,5698.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,EGY,Egypt,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,6589,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ESP,Spain,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,24094.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,EST,Estonia,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,174.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,FIN,Finland,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,5128.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,FRA,France,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,40606,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,GBR,United Kingdom,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,16471.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,GRC,Greece,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,9999.6,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,HKG,Hong Kong (China),A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,202.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,HRV,Croatia,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,1399.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,HUN,Hungary,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,3503.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,IDN,Indonesia,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,32650.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,IND,India,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,81616.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,IRL,Ireland,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,3800.2,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ISL,Iceland,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,686.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ISR,Israel,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,1678.6,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ITA,Italy,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,35757.5,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,JOR,Jordan,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,257.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,JPN,Japan,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,92612.2,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,KAZ,Kazakhstan,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,928.4,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,KHM,Cambodia,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,1030.6,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,KOR,Korea,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,28927.6,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,LAO,Lao People’s Democratic Republic,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,490,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,LTU,Lithuania,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,656.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,LUX,Luxembourg,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,216.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,LVA,Latvia,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,440.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,MAR,Morocco,A,"Agriculture, forestry and fishing",W,World,USD,US dollar,A,Annual,1995,,5965.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ROU,Romania,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,1999,,760.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,RUS,Russia,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,1999,,19128.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SAU,Saudi Arabia,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,1999,,58040,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SEN,Senegal,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,1999,,141.9,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SVK,Slovak Republic,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,1999,,189.2,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SVN,Slovenia,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,1999,,148.7,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,SWE,Sweden,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,1999,,579.2,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,THA,Thailand,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,1999,,2588.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,TUN,Tunisia,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,1999,,804.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,TUR,Türkiye,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,1999,,2169.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,TWN,Chinese Taipei,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,1999,,913.7,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,UKR,Ukraine,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,1999,,1571.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,USA,United States,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,1999,,81691.8,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,VNM,Viet Nam,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,1999,,2470.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,ZAF,South Africa,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,1999,,7300.6,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BGR,Bulgaria,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,2007,,876.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BLR,Belarus,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,2007,,549.3,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BRA,Brazil,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,2007,,36296,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,BRN,Brunei Darussalam,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,2007,,7988.1,,6,Millions
DATAFLOW,OECD.STI.PIE:DSD_TIVA_MAINLV@DF_MAINLV(1.0),"Trade in Value Added (TiVA) 2023 edition: Principal Indicators, levels",I,VALU,Value added,CAN,Canada,B,Mining and quarrying,W,World,USD,US dollar,A,Annual,2007,,115607.1,,6,Millions
